,dif_min,atraso_15,periodo_dia,temporada_alta
196,-1.0000000000000002,0,noche,1
197,-2.0000000000000004,0,noche,1
198,13.0,0,noche,1
199,-9.0,0,noche,1
200,-1.0000000000000002,0,noche,1
201,-10.0,0,mañana,1
202,2.0000000000000004,0,mañana,1
203,-2.0000000000000004,0,mañana,1
204,31.000000000000004,1,mañana,1
205,18.0,1,mañana,1
206,-13.0,0,mañana,1
207,-6.0,0,mañana,1
208,0.0,0,mañana,1
209,20.0,1,mañana,1
210,8.000000000000002,0,mañana,1
211,11.0,0,mañana,1
212,-8.000000000000002,0,mañana,1
213,88.0,1,mañana,1
214,17.000000000000004,1,mañana,1
215,27.0,1,mañana,1
216,2.0000000000000004,0,mañana,1
217,1.0000000000000002,0,mañana,1
218,33.00000000000001,1,mañana,1
219,11.0,0,mañana,1
220,2.0000000000000004,0,mañana,1
221,10.0,0,mañana,1
222,-5.0,0,mañana,1
223,-1.0000000000000002,0,mañana,1
224,-12.0,0,mañana,1
225,-5.0,0,mañana,1
226,-3.0,0,mañana,1
227,-10.0,0,mañana,1
228,3.0,0,mañana,1
229,1.0000000000000002,0,mañana,1
230,1.0000000000000002,0,mañana,1
231,35.0,1,mañana,1
232,-11.0,0,mañana,1
233,-11.0,0,mañana,1
234,-10.0,0,mañana,1
235,6.0,0,mañana,1
236,14.0,0,mañana,1
237,-7.0,0,mañana,1
238,-11.0,0,mañana,1
239,0.0,0,mañana,1
240,5.0,0,mañana,1
241,18.0,1,mañana,1
242,-8.000000000000002,0,mañana,1
243,-1.0000000000000002,0,mañana,1
244,-11.0,0,mañana,1
245,17.000000000000004,1,mañana,1
246,15.0,0,mañana,1
247,1.0000000000000002,0,mañana,1
248,-4.000000000000001,0,mañana,1
249,30.0,1,mañana,1
250,-13.0,0,mañana,1
251,-4.000000000000001,0,mañana,1
252,-5.0,0,mañana,1
253,-6.0,0,mañana,1
254,-7.0,0,tarde,1
255,5.0,0,tarde,1
256,25.0,1,tarde,1
257,4.000000000000001,0,tarde,1
258,-10.0,0,tarde,1
259,11.0,0,tarde,1
260,-14.0,0,tarde,1
261,-2.0000000000000004,0,tarde,1
262,-3.0,0,tarde,1
263,7.0,0,tarde,1
264,9.0,0,tarde,1
265,42.0,1,tarde,1
266,9.0,0,tarde,1
267,4.000000000000001,0,tarde,1
268,-9.0,0,tarde,1
269,-8.000000000000002,0,tarde,1
270,-7.0,0,tarde,1
271,6.0,0,tarde,1
272,-5.0,0,tarde,1
273,0.0,0,tarde,1
274,-9.0,0,tarde,1
275,-6.0,0,tarde,1
276,1.0000000000000002,0,tarde,1
277,-2.0000000000000004,0,tarde,1
278,-3.0,0,tarde,1
279,1.0000000000000002,0,tarde,1
280,-3.0,0,tarde,1
281,-4.000000000000001,0,tarde,1
282,-3.0,0,tarde,1
283,-12.0,0,tarde,1
284,14.0,0,tarde,1
285,-6.0,0,noche,1
286,-1.0000000000000002,0,noche,1
287,28.0,1,noche,1
288,-1.0000000000000002,0,noche,1
289,-1.0000000000000002,0,noche,1
290,-8.000000000000002,0,noche,1
291,8.000000000000002,0,noche,1
292,12.0,0,noche,1
293,-8.000000000000002,0,noche,1
294,-3.0,0,noche,1
295,37.0,1,noche,1
296,4.000000000000001,0,noche,1
297,7.0,0,noche,1
298,-3.0,0,noche,1
299,9.0,0,noche,1
300,-1.0000000000000002,0,noche,1
301,-4.000000000000001,0,noche,1
302,3.0,0,noche,1
303,-6.0,0,noche,1
304,8.000000000000002,0,noche,1
305,7.0,0,noche,1
306,-7.0,0,noche,1
307,-2.0000000000000004,0,noche,1
308,-8.000000000000002,0,noche,1
309,1.0000000000000002,0,noche,1
310,-14.0,0,noche,1
311,-10.0,0,noche,1
312,-11.0,0,noche,1
313,-2.0000000000000004,0,noche,1
314,27.0,1,mañana,1
315,4.000000000000001,0,mañana,1
316,-2.0000000000000004,0,mañana,1
317,15.0,0,mañana,1
318,1.0000000000000002,0,noche,1
319,3.0,0,noche,1
320,22.0,1,noche,1
321,26.0,1,noche,1
322,4.000000000000001,0,noche,1
323,14.0,0,noche,1
324,7.0,0,noche,1
325,87.0,1,noche,1
326,-1.0000000000000002,0,noche,1
327,-14.0,0,noche,1
328,0.0,0,noche,1
329,27.0,1,noche,1
330,8.000000000000002,0,noche,1
331,10.0,0,noche,1
332,5.0,0,noche,1
333,1.0000000000000002,0,noche,1
334,-9.0,0,noche,1
335,15.0,0,noche,1
336,1.0000000000000002,0,noche,1
337,21.0,1,noche,1
338,-1.0000000000000002,0,noche,1
339,-13.0,0,noche,1
340,21.0,1,noche,1
341,-5.0,0,noche,1
342,-2.0000000000000004,0,noche,1
343,6.0,0,noche,1
344,-1.0000000000000002,0,noche,1
345,-2.0000000000000004,0,noche,1
346,-8.000000000000002,0,noche,1
347,-6.0,0,mañana,1
348,3.0,0,mañana,1
349,16.000000000000004,1,mañana,1
350,65.00000000000001,1,tarde,1
351,27.0,1,mañana,1
352,0.0,0,mañana,1
353,-2.0000000000000004,0,mañana,1
354,2.0000000000000004,0,mañana,1
355,-2.0000000000000004,0,mañana,1
356,-7.0,0,mañana,1
357,-3.0,0,mañana,1
358,40.0,1,mañana,1
359,11.0,0,mañana,1
360,-3.0,0,mañana,1
361,16.000000000000004,1,mañana,1
362,13.0,0,mañana,1
363,1.0000000000000002,0,mañana,1
364,13.0,0,mañana,1
365,-2.0000000000000004,0,mañana,1
366,-3.0,0,mañana,1
367,-7.0,0,mañana,1
368,28.0,1,mañana,1
369,0.0,0,mañana,1
370,5.0,0,mañana,1
371,-1.0000000000000002,0,mañana,1
372,-8.000000000000002,0,mañana,1
373,7.0,0,mañana,1
374,-9.0,0,mañana,1
375,3.0,0,mañana,1
376,38.0,1,tarde,1
377,6.0,0,tarde,1
378,2.0000000000000004,0,tarde,1
379,19.0,1,tarde,1
380,15.0,0,tarde,1
381,27.0,1,tarde,1
382,59.0,1,tarde,1
383,14.0,0,tarde,1
384,-3.0,0,tarde,1
385,14.0,0,tarde,1
386,19.0,1,tarde,1
387,5.0,0,tarde,1
388,13.0,0,tarde,1
389,19.0,1,tarde,1
390,10.0,0,tarde,1
391,37.0,1,tarde,1
392,23.0,1,tarde,1
393,11.0,0,tarde,1
394,7.0,0,tarde,1
395,15.0,0,tarde,1
396,1.0000000000000002,0,tarde,1
397,15.0,0,tarde,1
398,30.0,1,tarde,1
399,22.0,1,tarde,1
400,37.0,1,tarde,1
401,12.0,0,tarde,1
402,0.0,0,tarde,1
403,6.0,0,tarde,1
404,21.0,1,tarde,1
405,-2.0000000000000004,0,tarde,1
406,17.000000000000004,1,tarde,1
407,8.000000000000002,0,mañana,1
408,6.0,0,mañana,1
409,5.0,0,noche,1
410,-4.000000000000001,0,noche,1
411,-10.0,0,noche,1
412,12.0,0,noche,1
413,-2.0000000000000004,0,noche,1
414,-13.0,0,noche,1
415,-12.0,0,noche,1
416,-10.0,0,noche,1
417,-14.0,0,noche,1
418,3.0,0,noche,1
419,-6.0,0,noche,1
420,-13.0,0,noche,1
421,-13.0,0,noche,1
422,-9.0,0,noche,1
423,-1.0000000000000002,0,noche,1
424,3.0,0,noche,1
425,-1.0000000000000002,0,noche,1
426,-12.0,0,noche,1
427,-8.000000000000002,0,noche,1
428,-14.0,0,noche,1
429,1.0000000000000002,0,noche,1
430,-6.0,0,noche,1
431,-5.0,0,noche,1
432,-7.0,0,noche,1
433,-1.0000000000000002,0,noche,1
434,-4.000000000000001,0,noche,1
435,-14.0,0,noche,1
436,-5.0,0,noche,1
437,32.00000000000001,1,mañana,1
438,37.0,1,tarde,1
439,10.0,0,tarde,1
440,-5.0,0,tarde,1
441,6.0,0,tarde,1
442,13.0,0,tarde,1
443,9.0,0,tarde,1
444,2.0000000000000004,0,tarde,1
445,32.00000000000001,1,tarde,1
446,10.0,0,tarde,1
447,26.0,1,tarde,1
448,13.0,0,tarde,1
449,11.0,0,tarde,1
450,6.0,0,tarde,1
451,14.0,0,tarde,1
452,17.000000000000004,1,tarde,1
453,10.0,0,tarde,1
454,-4.000000000000001,0,tarde,1
455,10.0,0,tarde,1
456,9.0,0,tarde,1
457,-6.0,0,tarde,1
458,3.0,0,tarde,1
459,-3.0,0,tarde,1
460,-1.0000000000000002,0,tarde,1
461,1.0000000000000002,0,tarde,1
462,46.0,1,tarde,1
463,3.0,0,tarde,1
464,51.0,1,tarde,1
465,0.0,0,tarde,1
466,94.0,1,tarde,1
467,68.00000000000001,1,tarde,1
468,23.0,1,tarde,1
469,4.000000000000001,0,tarde,1
470,-1.0000000000000002,0,tarde,1
471,4.000000000000001,0,tarde,1
472,-5.0,0,tarde,1
473,12.0,0,tarde,1
474,5.0,0,tarde,1
475,-6.0,0,tarde,1
476,0.0,0,tarde,1
477,-3.0,0,mañana,1
478,0.0,0,mañana,1
479,3.0,0,mañana,1
480,-1.0000000000000002,0,mañana,1
481,-5.0,0,mañana,1
482,-9.0,0,mañana,1
483,-2.0000000000000004,0,mañana,1
484,2.0000000000000004,0,mañana,1
485,1.0000000000000002,0,mañana,1
486,-2.0000000000000004,0,mañana,1
487,-10.0,0,mañana,1
488,1.0000000000000002,0,mañana,1
489,-1.0000000000000002,0,mañana,1
490,-2.0000000000000004,0,mañana,1
491,-6.0,0,mañana,1
492,8.000000000000002,0,mañana,1
493,-6.0,0,mañana,1
494,-2.0000000000000004,0,mañana,1
495,4.000000000000001,0,mañana,1
496,-4.000000000000001,0,mañana,1
497,-8.000000000000002,0,mañana,1
498,-5.0,0,mañana,1
499,1.0000000000000002,0,mañana,1
500,-1.0000000000000002,0,mañana,1
501,-7.0,0,mañana,1
502,-3.0,0,mañana,1
503,-1.0000000000000002,0,mañana,1
504,-3.0,0,mañana,1
505,-11.0,0,mañana,1
506,7.0,0,mañana,1
507,8.000000000000002,0,mañana,1
508,-3.0,0,tarde,1
509,0.0,0,tarde,1
510,-4.000000000000001,0,tarde,1
511,0.0,0,tarde,1
512,0.0,0,tarde,1
513,-12.0,0,tarde,1
514,8.000000000000002,0,tarde,1
515,24.0,1,tarde,1
516,1.0000000000000002,0,tarde,1
517,-10.0,0,tarde,1
518,-9.0,0,tarde,1
519,-6.0,0,tarde,1
520,-6.0,0,tarde,1
521,6.0,0,tarde,1
522,-6.0,0,tarde,1
523,14.0,0,tarde,1
524,0.0,0,tarde,1
525,-4.000000000000001,0,tarde,1
526,-4.000000000000001,0,tarde,1
527,-10.0,0,tarde,1
528,19.0,1,tarde,1
529,-2.0000000000000004,0,tarde,1
530,-8.000000000000002,0,tarde,1
531,3.0,0,tarde,1
532,-4.000000000000001,0,tarde,1
533,-4.000000000000001,0,tarde,1
534,-1.0000000000000002,0,tarde,1
535,10.0,0,tarde,1
536,-9.0,0,tarde,1
537,3.0,0,tarde,1
538,0.0,0,tarde,1
539,-6.0,0,noche,1
540,-6.0,0,noche,1
541,-7.0,0,noche,1
542,-9.0,0,noche,1
543,-4.000000000000001,0,noche,1
544,4.000000000000001,0,noche,1
545,-2.0000000000000004,0,noche,1
546,32.00000000000001,1,noche,1
547,-8.000000000000002,0,noche,1
548,3.0,0,noche,1
549,-9.0,0,noche,1
550,-11.0,0,noche,1
551,-6.0,0,noche,1
552,-13.0,0,noche,1
553,-10.0,0,noche,1
554,-12.0,0,noche,1
555,2.0000000000000004,0,noche,1
556,-14.0,0,noche,1
557,-10.0,0,noche,1
558,-8.000000000000002,0,noche,1
559,-4.000000000000001,0,noche,1
560,-14.0,0,noche,1
561,-4.000000000000001,0,noche,1
562,-6.0,0,noche,1
563,-2.0000000000000004,0,noche,1
564,-8.000000000000002,0,noche,1
565,-10.0,0,noche,1
566,0.0,0,noche,1
567,8.000000000000002,0,mañana,1
568,-7.0,0,mañana,1
569,4.000000000000001,0,mañana,1
570,15.0,0,mañana,1
571,-3.0,0,mañana,1
572,6.0,0,mañana,1
573,57.0,1,mañana,1
574,8.000000000000002,0,mañana,1
575,26.0,1,mañana,1
576,-1.0000000000000002,0,mañana,1
577,-5.0,0,mañana,1
578,-2.0000000000000004,0,mañana,1
579,4.000000000000001,0,mañana,1
580,-8.000000000000002,0,mañana,1
581,9.0,0,mañana,1
582,2.0000000000000004,0,mañana,1
583,2.0000000000000004,0,mañana,1
584,4.000000000000001,0,mañana,1
585,-10.0,0,mañana,1
586,-1.0000000000000002,0,mañana,1
587,6.0,0,mañana,1
588,1.0000000000000002,0,mañana,1
589,0.0,0,mañana,1
590,-7.0,0,mañana,1
591,7.0,0,mañana,1
592,-2.0000000000000004,0,noche,1
593,3.0,0,noche,1
594,-3.0,0,noche,1
595,-1.0000000000000002,0,noche,1
596,4.000000000000001,0,noche,1
597,4.000000000000001,0,noche,1
598,1.0000000000000002,0,noche,1
599,-4.000000000000001,0,noche,1
600,16.000000000000004,1,noche,1
601,4.000000000000001,0,noche,1
602,4.000000000000001,0,noche,1
603,0.0,0,noche,1
604,16.000000000000004,1,noche,1
605,4.000000000000001,0,noche,1
606,-4.000000000000001,0,noche,1
607,0.0,0,noche,1
608,0.0,0,noche,1
609,9.0,0,noche,1
610,6.0,0,noche,1
611,-7.0,0,noche,1
612,-7.0,0,noche,1
613,-7.0,0,noche,1
614,-1.0000000000000002,0,noche,1
615,-2.0000000000000004,0,noche,1
616,8.000000000000002,0,noche,1
617,-12.0,0,noche,1
618,-6.0,0,noche,1
619,0.0,0,noche,1
620,1.0000000000000002,0,noche,1
621,-4.000000000000001,0,noche,1
622,6.0,0,noche,1
623,-3.0,0,noche,1
624,-8.000000000000002,0,noche,1
625,-5.0,0,noche,1
626,-3.0,0,noche,1
627,-3.0,0,noche,1
628,7.0,0,noche,1
629,58.0,1,noche,1
630,24.0,1,noche,1
631,6.0,0,noche,1
632,13.0,0,noche,1
633,-3.0,0,noche,1
634,-1.0000000000000002,0,noche,1
635,0.0,0,noche,1
636,-8.000000000000002,0,noche,1
637,2.0000000000000004,0,noche,1
638,-5.0,0,noche,1
639,2.0000000000000004,0,noche,1
640,-3.0,0,noche,1
641,-8.000000000000002,0,noche,1
642,-8.000000000000002,0,noche,1
643,0.0,0,noche,1
644,0.0,0,noche,1
645,-14.0,0,noche,1
646,-5.0,0,noche,1
647,-10.0,0,noche,1
648,1.0000000000000002,0,noche,1
649,-2.0000000000000004,0,noche,1
650,8.000000000000002,0,noche,1
651,5.0,0,noche,1
652,15.0,0,0,1
653,-4.000000000000001,0,noche,1
654,-6.0,0,noche,1
655,-2.0000000000000004,0,noche,1
656,-3.0,0,noche,1
657,-1.0000000000000002,0,noche,1
658,40.0,1,mañana,1
659,-6.0,0,noche,1
660,-5.0,0,noche,1
661,-4.000000000000001,0,noche,1
662,-9.0,0,noche,1
663,16.000000000000004,1,noche,1
664,3.0,0,noche,1
665,-4.000000000000001,0,noche,1
666,-8.000000000000002,0,noche,1
667,1.0000000000000002,0,noche,1
668,0.0,0,noche,1
669,18.0,1,noche,1
670,-1.0000000000000002,0,noche,1
671,-1.0000000000000002,0,noche,1
672,-2.0000000000000004,0,noche,1
673,-4.000000000000001,0,noche,1
674,2.0000000000000004,0,noche,1
675,50.0,1,noche,1
676,-4.000000000000001,0,noche,1
677,14.0,0,noche,1
678,-4.000000000000001,0,noche,1
679,0.0,0,noche,1
680,1.0000000000000002,0,noche,1
681,72.0,1,noche,1
682,20.0,1,noche,1
683,5.0,0,noche,1
684,13.0,0,mañana,1
685,-10.0,0,mañana,1
686,-6.0,0,mañana,1
687,3.0,0,mañana,1
688,-9.0,0,mañana,1
689,18.0,1,mañana,1
690,-9.0,0,mañana,1
691,-10.0,0,mañana,1
692,-13.0,0,mañana,1
693,-7.0,0,mañana,1
694,-5.0,0,mañana,1
695,-3.0,0,mañana,1
696,-13.0,0,mañana,1
697,30.0,1,mañana,1
698,-10.0,0,mañana,1
699,0.0,0,mañana,1
700,4.000000000000001,0,mañana,1
701,-8.000000000000002,0,mañana,1
702,-8.000000000000002,0,mañana,1
703,-6.0,0,mañana,1
704,-9.0,0,mañana,1
705,-8.000000000000002,0,mañana,1
706,-14.0,0,mañana,1
707,-7.0,0,mañana,1
708,-11.0,0,mañana,1
709,6.0,0,tarde,1
710,40.0,1,tarde,1
711,29.0,1,tarde,1
712,15.0,0,tarde,1
713,51.0,1,tarde,1
714,34.00000000000001,1,tarde,1
715,28.0,1,tarde,1
716,32.00000000000001,1,tarde,1
717,41.0,1,tarde,1
718,138.0,1,tarde,1
719,38.0,1,tarde,1
720,27.0,1,tarde,1
721,33.00000000000001,1,tarde,1
722,57.0,1,tarde,1
723,7.0,0,tarde,1
724,10.0,0,tarde,1
725,37.0,1,tarde,1
726,38.0,1,tarde,1
727,34.00000000000001,1,tarde,1
728,25.0,1,tarde,1
729,15.0,0,tarde,1
730,8.000000000000002,0,tarde,1
731,4.000000000000001,0,tarde,1
732,-1.0000000000000002,0,tarde,1
733,42.0,1,tarde,1
734,7.0,0,tarde,1
735,13.0,0,tarde,1
736,8.000000000000002,0,tarde,1
737,-5.0,0,tarde,1
738,47.0,1,tarde,1
739,33.00000000000001,1,tarde,1
740,-9.0,0,noche,1
741,13.0,0,noche,1
742,47.0,1,noche,1
743,17.000000000000004,1,noche,1
744,-10.0,0,noche,1
745,54.0,1,noche,1
746,2.0000000000000004,0,noche,1
747,-3.0,0,noche,1
748,-3.0,0,noche,1
749,9.0,0,noche,1
750,14.0,0,noche,1
751,6.0,0,noche,1
752,1.0000000000000002,0,noche,1
753,-2.0000000000000004,0,noche,1
754,0.0,0,noche,1
755,-8.000000000000002,0,noche,1
756,-8.000000000000002,0,noche,1
757,-8.000000000000002,0,noche,1
758,-6.0,0,noche,1
759,1.0000000000000002,0,noche,1
760,-4.000000000000001,0,noche,1
761,-2.0000000000000004,0,tarde,1
762,9.0,0,tarde,1
763,-2.0000000000000004,0,tarde,1
764,4.000000000000001,0,tarde,1
765,15.0,0,tarde,1
766,1.0000000000000002,0,tarde,1
767,2.0000000000000004,0,tarde,1
768,7.0,0,tarde,1
769,-11.0,0,tarde,1
770,15.0,0,tarde,1
771,0.0,0,tarde,1
772,2.0000000000000004,0,tarde,1
773,4.000000000000001,0,tarde,1
774,3.0,0,tarde,1
775,19.0,1,tarde,1
776,39.0,1,tarde,1
777,3.0,0,tarde,1
778,12.0,0,tarde,1
779,17.000000000000004,1,tarde,1
780,65.00000000000001,1,tarde,1
781,4.000000000000001,0,tarde,1
782,6.0,0,tarde,1
783,9.0,0,tarde,1
784,6.0,0,tarde,1
785,27.0,1,tarde,1
786,2.0000000000000004,0,tarde,1
787,3.0,0,tarde,1
788,-7.0,0,tarde,1
789,-3.0,0,tarde,1
790,4.000000000000001,0,tarde,1
791,15.0,0,tarde,1
792,-1.0000000000000002,0,tarde,1
793,-13.0,0,tarde,1
794,-4.000000000000001,0,tarde,1
795,1.0000000000000002,0,tarde,1
796,-2.0000000000000004,0,tarde,1
797,-6.0,0,tarde,1
798,23.0,1,tarde,1
799,-4.000000000000001,0,tarde,1
800,2.0000000000000004,0,tarde,1
801,15.0,0,tarde,1
802,2.0000000000000004,0,tarde,1
803,29.0,1,tarde,1
804,3.0,0,tarde,1
805,0.0,0,tarde,1
806,1.0000000000000002,0,tarde,1
807,11.0,0,tarde,1
808,-4.000000000000001,0,tarde,1
809,-8.000000000000002,0,tarde,1
810,3.0,0,tarde,1
811,23.0,1,tarde,1
812,25.0,1,tarde,1
813,21.0,1,tarde,1
814,-3.0,0,mañana,1
815,5.0,0,mañana,1
816,0.0,0,mañana,1
817,24.0,1,mañana,1
818,8.000000000000002,0,mañana,1
819,1.0000000000000002,0,mañana,1
820,15.0,0,mañana,1
821,6.0,0,mañana,1
822,12.0,0,mañana,1
823,11.0,0,mañana,1
824,6.0,0,mañana,1
825,1.0000000000000002,0,mañana,1
826,11.0,0,mañana,1
827,13.0,0,mañana,1
828,23.0,1,mañana,1
829,5.0,0,mañana,1
830,15.0,0,mañana,1
831,14.0,0,mañana,1
832,11.0,0,mañana,1
833,-2.0000000000000004,0,mañana,1
834,10.0,0,mañana,1
835,12.0,0,mañana,1
836,6.0,0,mañana,1
837,14.0,0,mañana,1
838,64.00000000000001,1,mañana,1
839,2.0000000000000004,0,mañana,1
840,9.0,0,mañana,1
841,10.0,0,mañana,1
842,29.0,1,mañana,1
843,8.000000000000002,0,mañana,1
844,10.0,0,mañana,1
845,81.0,1,tarde,1
846,37.0,1,tarde,1
847,88.0,1,tarde,1
848,96.0,1,tarde,1
849,32.00000000000001,1,tarde,1
850,56.0,1,tarde,1
851,39.0,1,tarde,1
852,32.00000000000001,1,tarde,1
853,34.00000000000001,1,tarde,1
854,41.0,1,tarde,1
855,9.0,0,tarde,1
856,126.00000000000001,1,tarde,1
857,22.0,1,tarde,1
858,18.0,1,tarde,1
859,26.0,1,tarde,1
860,16.000000000000004,1,tarde,1
861,37.0,1,tarde,1
862,61.00000000000001,1,tarde,1
863,69.0,1,tarde,1
864,31.000000000000004,1,tarde,1
865,4.000000000000001,0,noche,1
866,0.0,0,noche,1
867,-5.0,0,noche,1
868,-3.0,0,noche,1
869,-2.0000000000000004,0,noche,1
870,-2.0000000000000004,0,noche,1
871,-5.0,0,noche,1
872,7.0,0,noche,1
873,3.0,0,noche,1
874,13.0,0,noche,1
875,0.0,0,noche,1
876,3.0,0,noche,1
877,0.0,0,noche,1
878,4.000000000000001,0,noche,1
879,-1.0000000000000002,0,noche,1
880,-6.0,0,noche,1
881,11.0,0,noche,1
882,-4.000000000000001,0,noche,1
883,-7.0,0,noche,1
884,8.000000000000002,0,noche,1
885,-6.0,0,noche,1
886,3.0,0,noche,1
887,2.0000000000000004,0,noche,1
888,-6.0,0,noche,1
889,-4.000000000000001,0,noche,1
890,-3.0,0,noche,1
891,-14.0,0,noche,1
892,-4.000000000000001,0,noche,1
893,-12.0,0,noche,1
894,-11.0,0,noche,1
895,15.0,0,tarde,1
896,5.0,0,tarde,1
897,9.0,0,tarde,1
